triple_id,subject,relation,target,evidence,source_url,assignee
4518,Lẩu Hải Sản,cookingTechnique,Nấu,,,Member_3
4519,Lẩu Hải Sản,dishType,Món chính,,,Member_3
4520,Lẩu Hải Sản,flavorProfile,Mặn,,,Member_3
4522,Lẩu Hải Sản,hasIngredient,Tôm,,,Member_3
4523,Lẩu Hải Sản,originRegion,Vùng biển,,,Member_3
4532,Lẩu Riêu Cua,cookingTechnique,Nấu lẩu,,,Member_3
4533,Lẩu Riêu Cua,dishType,Món nước,,,Member_3
4534,Lẩu Riêu Cua,flavorProfile,Chua,,,Member_3
4536,Lẩu Riêu Cua,hasIngredient,Cua Đồng,,,Member_3
4537,Lẩu Riêu Cua,originRegion,Miền Bắc,,,Member_3
4538,Lẩu Riêu Cua,servedWith,"Bún tươi, rau sống",,,Member_3
4553,Miến Măng Ngan,cookingTechnique,Nấu canh,,,Member_3
4554,Miến Măng Ngan,dishType,Món Nước,,,Member_3
4555,Miến Măng Ngan,flavorProfile,"Đậm đà, ngọt thanh",,,Member_3
4557,Miến Măng Ngan,hasIngredient,Thịt Ngan,,,Member_3
4558,Miến Măng Ngan,originRegion,Miền Bắc,,,Member_3
4563,Miến Nấu Mộc Nhĩ,cookingTechnique,Ninh,,,Member_3
4564,Miến Nấu Mộc Nhĩ,dishType,Món chay,,,Member_3
4566,Miến Nấu Mộc Nhĩ,hasIngredient,Mộc Nhĩ,,,Member_3
4567,Miến Trộn,cookingTechnique,Trộn,,,Member_3
4568,Miến Trộn,dishType,Món Khô,,,Member_3
4569,Miến Trộn,flavorProfile,Chua,,,Member_3
4570,Miến Trộn,flavorProfile,Ngọt,,,Member_3
4572,Miến Trộn,hasIngredient,Lạc rang,,,Member_3
4573,Miến Xào,cookingTechnique,Xào,,,Member_3
4574,Miến Xào,dishType,Món Xào,,,Member_3
4575,Miến Xào,hasIngredient,Rau củ,,,Member_3
4612,Mì Gà Quay,cookingTechnique,Quay,,,Member_3
4613,Mì Gà Quay,dishType,Mì nước,,,Member_3
4614,Mì Gà Quay,flavorProfile,"Đậm đà, thơm mùi ngũ vị hương",,,Member_3
4617,Mì Gà Quay,hasIngredient,Thịt Gà,,,Member_3
4619,Mì Gà Quay,originRegion,Trung Hoa,,,Member_3
4620,Mì Gà Quay,servedWith,Cải thìa,,,Member_3
4641,Mì Khô,cookingTechnique,Trộn,,,Member_3
4642,Mì Khô,dishType,Món Khô,,,Member_3
4643,Mì Khô,flavorProfile,Đậm đà,,,Member_3
4646,Mì Khô,hasIngredient,Sợi mì,,,Member_3
4649,Mì Khô,originRegion,Việt Nam,,,Member_3
4650,Mì Khô,servedWith,Chén nước dùng riêng,,,Member_3
4651,Mì Nước,cookingTechnique,Ninh,,,Member_3
4652,Mì Nước,dishType,Món Nước,,,Member_3
4653,Mì Nước,flavorProfile,Thanh ngọt,,,Member_3
4656,Mì Nước,hasIngredient,Nước dùng,,,Member_3
4659,Mì Nước,originRegion,Việt Nam,,,Member_3
4660,Mì Nước,servedWith,"Giá đỗ, chanh, ớt",,,Member_3
4666,Mì Nấm Măng,hasIngredient,Nấm,,,Member_3
4671,Mì Quảng,cookingTechnique,"Nấu, Trộn",,,Member_3
4672,Mì Quảng,dishType,Mì trộn,,,Member_3
4673,Mì Quảng,flavorProfile,"Đậm đà, béo ngậy",,,Member_3
4676,Mì Quảng,hasIngredient,Tôm,,,Member_3
4679,Mì Quảng,originRegion,Quảng Nam,,,Member_3
4680,Mì Quảng,servedWith,Bánh Tráng,,,Member_3
4715,Mì Xào,cookingTechnique,Xào,,,Member_3
4716,Mì Xào,dishType,Món Khô,,,Member_3
4717,Mì Xào,flavorProfile,Mặn,,,Member_3
4720,Mì Xào,hasIngredient,Rau cải,,,Member_3
4722,Mì Xào,originRegion,Châu Á,,,Member_3
4723,Mì Xào,servedWith,Nước tương,,,Member_3
4764,Mì Xào Thập Cẩm,cookingTechnique,Xào,,,Member_3
4765,Mì Xào Thập Cẩm,dishType,Món chính,,,Member_3
4766,Mì Xào Thập Cẩm,flavorProfile,"Mặn, ngọt, béo",,,Member_3
4769,Mì Xào Thập Cẩm,hasIngredient,Mì Trứng,,,Member_3
4772,Mì Xào Thập Cẩm,originRegion,Việt Nam,,,Member_3
4773,Mì Xào Thập Cẩm,servedWith,Nước tương dầm ớt,,,Member_3
4803,Món Kho,cookingTechnique,Ninh,,,Member_3
4804,Món Kho,dishType,Món chính,,,Member_3
4805,Món Kho,flavorProfile,Mặn,,,Member_3
4808,Món Kho,hasIngredient,"Nước mắm, đường, hành",,,Member_3
4811,Món Kho,originRegion,Việt Nam,,,Member_3
4812,Món Kho,servedWith,"Cơm trắng, rau luộc",,,Member_3
4851,Móng Giò,ingredientCategory,Thịt,,,Member_3
4852,Móng Giò Hầm Củ Quả,cookingTechnique,Ninh,,,Member_3
4853,Móng Giò Hầm Củ Quả,dishType,Món canh/hầm,,,Member_3
4854,Móng Giò Hầm Củ Quả,flavorProfile,"Ngọt thanh, béo",,,Member_3
4857,Móng Giò Hầm Củ Quả,hasIngredient,Móng Giò,,,Member_3
4859,Móng Giò Hầm Củ Quả,originRegion,Việt Nam,,,Member_3
4860,Móng Giò Hầm Củ Quả,servedWith,Cơm trắng,,,Member_3
4861,Móng Giò Kho,cookingTechnique,Kho,,,Member_3
4862,Móng Giò Kho,dishType,Món mặn,,,Member_3
4863,Móng Giò Kho,flavorProfile,Mặn ngọt,,,Member_3
4866,Móng Giò Kho,hasIngredient,Móng Giò,,,Member_3
4867,Móng Giò Kho,originRegion,Miền Bắc,,,Member_3
4868,Móng Giò Kho,servedWith,Cơm trắng,,,Member_3
4870,Măng,ingredientCategory,Rau Lá,,,Member_3
4898,Măng Tây,ingredientCategory,Rau Lá,,,Member_3
4899,Măng Tây Xào,cookingTechnique,Xào,,,Member_3
4903,Măng Tây Xào,hasIngredient,Măng Tây,,,Member_3
4905,Măng Tây Xào Thịt Bò,cookingTechnique,Xào nhanh,,,Member_3
4906,Măng Tây Xào Thịt Bò,dishType,Món xào,,,Member_3
4907,Măng Tây Xào Thịt Bò,flavorProfile,Đậm đà,,,Member_3
4910,Măng Tây Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_3
4917,Măng Xào,cookingTechnique,Xào,,,Member_3
4918,Măng Xào,dishType,Món xào,,,Member_3
4919,Măng Xào,flavorProfile,Đậm đà,,,Member_3
4921,Măng Xào,hasIngredient,Măng,,,Member_3
4929,Mướp,ingredientCategory,Rau Lá,,,Member_3
4930,Mướp Luộc,cookingTechnique,Luộc,,,Member_3
4931,Mướp Luộc,dishType,Món luộc,,,Member_3
4932,Mướp Luộc,flavorProfile,Thanh mát,,,Member_3
4935,Mướp Luộc,hasIngredient,Mướp,,,Member_3
4936,Mướp Luộc,originRegion,Việt Nam,,,Member_3
4937,Mướp Luộc,servedWith,Nước mắm tỏi ớt,,,Member_3
4945,Mướp Xào,cookingTechnique,Xào,,,Member_3
4946,Mướp Xào,dishType,Món Xào,,,Member_3
4947,Mướp Xào,flavorProfile,Ngọt thanh,,,Member_3
4949,Mướp Xào,hasIngredient,Mướp,,,Member_3
4950,Mướp Xào,originRegion,Việt Nam,,,Member_3
4951,Mướp Xào,servedWith,Cơm trắng,,,Member_3
4964,Mướp Xào Trứng Non Lòng Gà,cookingTechnique,Xào,,,Member_3
4965,Mướp Xào Trứng Non Lòng Gà,dishType,Món xào,,,Member_3
4968,Mướp Xào Trứng Non Lòng Gà,hasIngredient,Mướp,,,Member_3
4969,Mướp Xào Trứng Non Lòng Gà,hasIngredient,Trứng Non Lòng Gà,,,Member_3
4977,Mướp Xào Đậu Hũ,cookingTechnique,Xào,,,Member_3
4978,Mướp Xào Đậu Hũ,dishType,Món xào,,,Member_3
4979,Mướp Xào Đậu Hũ,flavorProfile,Thanh đạm,,,Member_3
4980,Mướp Xào Đậu Hũ,hasIngredient,Mướp,,,Member_3
4981,Mướp Xào Đậu Hũ,hasIngredient,Đậu Hũ,,,Member_3
4982,Mướp Xào Đậu Hũ,originRegion,Việt Nam,,,Member_3
4983,Mướp Đắng Trộn Ớt Chuông,cookingTechnique,Trộn,,,Member_3
4984,Mướp Đắng Trộn Ớt Chuông,dishType,Món nộm/trộn,,,Member_3
4985,Mướp Đắng Trộn Ớt Chuông,flavorProfile,Đắng,,,Member_3
4988,Mướp Đắng Trộn Ớt Chuông,hasIngredient,Ớt Chuông,,,Member_3
4989,Mướp Đắng Trộn Ớt Chuông,originRegion,Việt Nam,,,Member_3
5013,Mướp Đắng Xào Trứng,cookingTechnique,Xào,,,Member_3
5014,Mướp Đắng Xào Trứng,dishType,Món xào,,,Member_3
5015,Mướp Đắng Xào Trứng,flavorProfile,"Đắng, béo",,,Member_3
5018,Mướp Đắng Xào Trứng,hasIngredient,Trứng Gà,,,Member_3
5019,Mướp Đắng Xào Trứng,originRegion,Việt Nam,,,Member_3
5020,Mướp Đắng Xào Trứng,servedWith,Cơm trắng,,,Member_3
5030,Mắm Chưng,cookingTechnique,Hấp,,,Member_3
5031,Mắm Chưng,dishType,Món hấp,,,Member_3
5032,Mắm Chưng,flavorProfile,"Mặn, đậm đà",,,Member_3
5033,Mắm Chưng,hasIngredient,Mắm Cá,,,Member_3
5036,Mắm Chưng,originRegion,Nam Bộ,,,Member_3
5037,Mắm Chưng,servedWith,"Dưa leo, rau sống",,,Member_3
5038,Mắm Cá,hasAllergen,Giáp Xác,,,Member_3
5044,Mắm Tôm,hasAllergen,Giáp Xác,,,Member_3
5046,Mắm Tôm,hasIngredient,Muối,,,Member_3
5047,Mắm Tôm,hasIngredient,Tôm,,,Member_3
5048,Mắm Tôm,ingredientCategory,Hải Sản,,,Member_3
5049,Mắm tôm,hasAllergen,Giáp xác,,,Member_3
5051,Mộc Nhĩ,ingredientCategory,Rau Lá,,,Member_3
5055,Mực,hasAllergen,Giáp Xác,,,Member_3
5057,Mực,ingredientCategory,Hải Sản,,,Member_3
5075,Mực Chiên Xù,cookingTechnique,Chiên,,,Member_3
5079,Mực Chiên Xù,hasIngredient,Bột Chiên Xù,,,Member_3
5083,Mực Hấp,cookingTechnique,Hấp,,,Member_3
5084,Mực Hấp,dishType,Món hấp,,,Member_3
5085,Mực Hấp,flavorProfile,Ngọt tự nhiên,,,Member_3
5087,Mực Hấp,hasIngredient,Mực,,,Member_3
5105,Mực Hấp Hành,hasIngredient,Mực,,,Member_3
5117,Mực Một Nắng Nướng Muối Ớt,cookingTechnique,Nướng,,,Member_3
5118,Mực Một Nắng Nướng Muối Ớt,dishType,Món nướng,,,Member_3
5119,Mực Một Nắng Nướng Muối Ớt,flavorProfile,Cay,,,Member_3
5123,Mực Một Nắng Nướng Muối Ớt,hasIngredient,Ớt,,,Member_3
5125,Mực Một Nắng Nướng Muối Ớt,originRegion,Miền Trung,,,Member_3
5126,Mực Một Nắng Nướng Muối Ớt,servedWith,Muối tiêu chanh,,,Member_3
5127,Mực Nhồi Thịt,cookingTechnique,Nhồi,,,Member_3
5128,Mực Nhồi Thịt,dishType,Món hấp,,,Member_3
5129,Mực Nhồi Thịt,flavorProfile,Đậm đà,,,Member_3
5132,Mực Nhồi Thịt,hasIngredient,Mực,,,Member_3
5133,Mực Nhồi Thịt,hasIngredient,Thịt Lợn,,,Member_3
5134,Mực Nhồi Thịt,originRegion,Việt Nam,,,Member_3
5135,Mực Nhồi Thịt,servedWith,Nước mắm tỏi ớt,,,Member_3
5173,Mực Rim Nước Mắm,flavorProfile,Mặn,,,Member_3
5175,Mực Rim Nước Mắm,hasIngredient,Nước Mắm,,,Member_3
5197,Mực Trứng,ingredientCategory,Hải Sản,,,Member_3
5198,Mực Trứng Hấp,cookingTechnique,Hấp,,,Member_3
5199,Mực Trứng Hấp,dishType,Món khai vị,,,Member_3
5200,Mực Trứng Hấp,flavorProfile,Thanh ngọt,,,Member_3
5203,Mực Trứng Hấp,hasIngredient,Mực Trứng,,,Member_3
5205,Mực Trứng Hấp,originRegion,Vùng biển Việt Nam,,,Member_3
5206,Mực Trứng Hấp,servedWith,Nước Mắm Gừng,,,Member_3
5207,Mực Tẩm Bột Chiên Giòn,cookingTechnique,Chiên,,,Member_3
5208,Mực Tẩm Bột Chiên Giòn,dishType,Món chiên,,,Member_3
5209,Mực Tẩm Bột Chiên Giòn,flavorProfile,Giòn béo,,,Member_3
5211,Mực Tẩm Bột Chiên Giòn,hasIngredient,Bột Chiên,,,Member_3
5212,Mực Tẩm Bột Chiên Giòn,hasIngredient,Mực,,,Member_3
5215,Mực Tẩm Bột Chiên Giòn,originRegion,Toàn quốc,,,Member_3
5216,Mực Tẩm Bột Chiên Giòn,servedWith,Tương ớt,,,Member_3
5217,Mực Xào,cookingTechnique,Xào,,,Member_3
5218,Mực Xào,dishType,Món Xào,,,Member_3
5222,Mực Xào,hasIngredient,Mực,,,Member_3
5223,Mực Xào,hasIngredient,Rau Củ,,,Member_3
5228,Mực Xào Cay,cookingTechnique,Xào,,,Member_3
5229,Mực Xào Cay,dishType,Món xào,,,Member_3
5230,Mực Xào Cay,flavorProfile,Cay,,,Member_3
5233,Mực Xào Cay,hasIngredient,Mực,,,Member_3
5234,Mực Xào Cay,hasIngredient,Ớt,,,Member_3
5238,Mực Xào Cay,servedWith,Cơm trắng,,,Member_3
5239,Mực Xào Cần Tây,cookingTechnique,Xào,,,Member_3
5240,Mực Xào Cần Tây,dishType,Món xào,,,Member_3
5241,Mực Xào Cần Tây,flavorProfile,Thơm đặc trưng,,,Member_3
5244,Mực Xào Cần Tây,hasIngredient,Mực,,,Member_3
5246,Mực Xào Cần Tây,originRegion,Toàn quốc,,,Member_3
5247,Mực Xào Cần Tây,servedWith,Cơm trắng,,,Member_3
5307,Mực Xào Ngô Bao Tử,cookingTechnique,Xào,,,Member_3
5308,Mực Xào Ngô Bao Tử,dishType,Món xào,,,Member_3
5309,Mực Xào Ngô Bao Tử,flavorProfile,Ngọt tự nhiên,,,Member_3
5312,Mực Xào Ngô Bao Tử,hasIngredient,Mực,,,Member_3
5313,Mực Xào Ngô Bao Tử,hasIngredient,Ngô Bao Tử,,,Member_3
5314,Mực Xào Ngô Bao Tử,originRegion,Việt Nam,,,Member_3
5347,Mực Xào Ớt Chuông,cookingTechnique,Xào,,,Member_3
5352,Mực Xào Ớt Chuông,hasIngredient,Mực,,,Member_3
5353,Mực Xào Ớt Chuông,hasIngredient,Ớt Chuông,,,Member_3
5355,Nem Cua Bể,cookingTechnique,Chiên ngập dầu,,,Member_3
5356,Nem Cua Bể,dishType,Món chiên,,,Member_3
5357,Nem Cua Bể,flavorProfile,Đậm đà,,,Member_3
5359,Nem Cua Bể,hasIngredient,Thịt Cua,,,Member_3
5360,Nem Cua Bể,originRegion,Hải Phòng,,,Member_3
5361,Nem Cua Bể,servedWith,Bún và nước chấm,,,Member_3
5370,Nem Công Chả Phượng,cookingTechnique,Hấp,,,Member_3
5371,Nem Công Chả Phượng,dishType,Món khai vị,,,Member_3
5374,Nem Công Chả Phượng,hasIngredient,Thịt Công,,,Member_3
5375,Nem Công Chả Phượng,originRegion,Miền Trung,,,Member_3
5381,Nem Lụi,cookingTechnique,Nướng,,,Member_3
5383,Nem Lụi,hasIngredient,Thịt Lợn,,,Member_3
5384,Nem Lụi,originRegion,Huế,,,Member_3
5385,Nem Lụi,servedWith,Nước Lèo,,,Member_3
5386,Nem Nướng,cookingTechnique,Nướng,,,Member_3
5387,Nem Nướng,flavorProfile,Ngọt,,,Member_3
5388,Nem Nướng,hasIngredient,Thịt heo,,,Member_3
5389,Nem Nướng,originRegion,Miền Trung,,,Member_3
5390,Nem Nướng,servedWith,Bánh tráng,,,Member_3
5391,Nem Rán,cookingTechnique,Chiên,,,Member_3
5392,Nem Rán,dishType,Món Khô,,,Member_3
5393,Nem Rán,flavorProfile,Mặn ngọt hài hòa,,,Member_3
5395,Nem Rán,hasIngredient,Mộc Nhĩ,,,Member_3
5396,Nem Rán,hasIngredient,Thịt Lợn,,,Member_3
5397,Nem Rán,hasIngredient,Trứng Gà,,,Member_3
5398,Nem Rán,originRegion,Miền Bắc,,,Member_3
5399,Nem Rán,servedWith,Nước Mắm,,,Member_3
5400,Nem Rán,servedWith,Nước Mắm Pha,,,Member_3
5401,Nem Rán,servedWith,Rau Xà Lách,,,Member_3
5418,Ngan Giả Cầy,cookingTechnique,Ninh,,,Member_3
5419,Ngan Giả Cầy,dishType,Món kho,,,Member_3
5420,Ngan Giả Cầy,flavorProfile,Cay,,,Member_3
5423,Ngan Giả Cầy,hasIngredient,Thịt Ngan,,,Member_3
5429,Ngao,hasAllergen,Giáp Xác,,,Member_3
5430,Ngao,ingredientCategory,Hải Sản,,,Member_3
5459,Nghêu,hasAllergen,Giáp xác,,,Member_3
5461,Nghêu,ingredientCategory,Hải sản,,,Member_3
5463,Ngô Bao Tử,ingredientCategory,Ngũ Cốc,,,Member_3
5479,Ngọn Su Su Xào Thịt Bò,cookingTechnique,Xào,,,Member_3
5480,Ngọn Su Su Xào Thịt Bò,dishType,Món chính,,,Member_3
5484,Ngọn Su Su Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_3
5503,Nui,ingredientCategory,Ngũ Cốc,,,Member_3
5504,Nui Xào Rau Củ,cookingTechnique,Xào,,,Member_3
5505,Nui Xào Rau Củ,dishType,Món Xào,,,Member_3
5506,Nui Xào Rau Củ,flavorProfile,Thanh đạm,,,Member_3
5509,Nui Xào Rau Củ,hasIngredient,Nui,,,Member_3
5510,Nui Xào Rau Củ,hasIngredient,Rau Củ,,,Member_3
5512,Nui Xào Rau Củ,originRegion,Việt Nam,,,Member_3
5513,Nui Xào Rau Củ,servedWith,Nước tương,,,Member_3
5516,Nước Mắm,hasAllergen,Giáp Xác,,,Member_3
5524,Nấm,ingredientCategory,Rau Lá,,,Member_3
5588,Nấm Kim Châm,ingredientCategory,Rau,,,Member_3
5594,Nấm Kim Châm Chiên Giòn,hasIngredient,Nấm Kim Châm,,,Member_3
5627,Nấm Rơm Kho,cookingTechnique,Kho,,,Member_3
5628,Nấm Rơm Kho,dishType,Món kho,,,Member_3
5629,Nấm Rơm Kho,flavorProfile,"Mặn, ngọt, đậm đà",,,Member_3
5631,Nấm Rơm Kho,hasIngredient,Nấm Rơm,,,Member_3
5633,Nấm Rơm Kho,originRegion,Nam Bộ,,,Member_3
5634,Nấm Rơm Kho,servedWith,Cơm trắng,,,Member_3
5638,Nấm Xào,cookingTechnique,Xào,,,Member_3
5639,Nấm Xào,dishType,Món xào,,,Member_3
5640,Nấm Xào,flavorProfile,Thanh đạm,,,Member_3
5643,Nấm Xào,hasIngredient,Nấm,,,Member_3
5645,Nấm Xào,servedWith,Cơm trắng,,,Member_3
5678,Nấm Đậu Kho,cookingTechnique,Kho,,,Member_3
5679,Nấm Đậu Kho,dishType,Món kho,,,Member_3
5680,Nấm Đậu Kho,flavorProfile,Mặn,,,Member_3
5683,Nấm Đậu Kho,hasIngredient,Nấm,,,Member_3
5684,Nấm Đậu Kho,hasIngredient,Đậu,,,Member_3
5731,Nộm Dưa Chuột,cookingTechnique,Trộn,,,Member_3
5732,Nộm Dưa Chuột,dishType,Món khai vị,,,Member_3
5733,Nộm Dưa Chuột,flavorProfile,Chua ngọt,,,Member_3
5736,Nộm Dưa Chuột,hasIngredient,Dưa Chuột,,,Member_3
5739,Nộm Dưa Chuột,servedWith,Thịt kho,,,Member_3
5760,Nộm Giá Đỗ Dưa Chuột,cookingTechnique,Trộn,,,Member_3
5761,Nộm Giá Đỗ Dưa Chuột,dishType,Món khai vị,,,Member_3
5762,Nộm Giá Đỗ Dưa Chuột,flavorProfile,Chua ngọt,,,Member_3
5765,Nộm Giá Đỗ Dưa Chuột,hasIngredient,Dưa Chuột,,,Member_3
5766,Nộm Giá Đỗ Dưa Chuột,hasIngredient,Giá Đỗ,,,Member_3
5768,Nộm Giá Đỗ Dưa Chuột,originRegion,Việt Nam,,,Member_3
5769,Nộm Giá Đỗ Dưa Chuột,servedWith,Thịt luộc,,,Member_3
5775,Nộm Gà,hasIngredient,Thịt Gà,,,Member_3
5781,Nộm Hoa Chuối,flavorProfile,Chua,,,Member_3
5784,Nộm Hoa Chuối,hasIngredient,Hoa Chuối,,,Member_3
5817,Nộm Su Hào Cà Rốt,hasIngredient,Su Hào,,,Member_3
5818,Nộm Su Hào Cà Rốt,servedWith,Lạc Rang,,,Member_3
5868,Phá Lấu Lợn,hasIngredient,Thịt Lợn,,,Member_3
5882,Phở,cookingTechnique,Ninh,,,Member_3
5883,Phở,dishType,Món Nước,,,Member_3
5884,Phở,flavorProfile,Thanh ngọt,,,Member_3
5887,Phở,hasIngredient,Bánh Phở,,,Member_3
5888,Phở,hasIngredient,Thịt Bò,,,Member_3
5889,Phở,originRegion,Miền Bắc,,,Member_3
5890,Phở,servedWith,Rau Thơm,,,Member_3
5891,Phở Bò,cookingTechnique,Ninh,,,Member_3
5892,Phở Bò,dishType,Món nước,,,Member_3
5893,Phở Bò,flavorProfile,Đậm đà,,,Member_3
5896,Phở Bò,hasIngredient,Thịt Bò,,,Member_3
5897,Phở Bò,originRegion,Việt Nam,,,Member_3
5898,Phở Bò,servedWith,Quẩy,,,Member_3
5908,Phở Bò Tái,cookingTechnique,Nhúng,,,Member_3
5909,Phở Bò Tái,dishType,Món nước,,,Member_3
5910,Phở Bò Tái,flavorProfile,Ngọt,,,Member_3
5913,Phở Bò Tái,hasIngredient,Thịt Bò Tái,,,Member_3
5915,Phở Bò Tái,originRegion,Việt Nam,,,Member_3
5916,Phở Bò Tái,servedWith,Tương ớt,,,Member_3
5944,Phở Cuốn,cookingTechnique,Cuốn,,,Member_3
5945,Phở Cuốn,dishType,Món Khô,,,Member_3
5946,Phở Cuốn,flavorProfile,Tươi mát,,,Member_3
5949,Phở Cuốn,hasIngredient,Bánh Phở Cuốn,,,Member_3
5952,Phở Cuốn,originRegion,Hà Nội,,,Member_3
5953,Phở Cuốn,servedWith,Nước Mắm Chua Ngọt,,,Member_3
5971,Phở Gà,cookingTechnique,Ninh,,,Member_3
5972,Phở Gà,dishType,Món Nước,,,Member_3
5973,Phở Gà,flavorProfile,Thanh ngọt,,,Member_3
5976,Phở Gà,hasIngredient,Bánh Phở,,,Member_3
5977,Phở Gà,hasIngredient,Thịt Gà,,,Member_3
5979,Phở Gà,originRegion,Việt Nam,,,Member_3
5980,Phở Gà,servedWith,Quẩy và lá chanh,,,Member_3
6047,Phở Xào Bò,cookingTechnique,Xào,,,Member_3
6048,Phở Xào Bò,dishType,Món xào,,,Member_3
6049,Phở Xào Bò,flavorProfile,Đậm đà,,,Member_3
6052,Phở Xào Bò,hasIngredient,Thịt Bò,,,Member_3
6054,Phở Xào Bò,originRegion,Việt Nam,,,Member_3
6055,Phở Xào Bò,servedWith,"Nước tương, ớt",,,Member_3
6085,Quy Tắc Thay Thế Chay,fromIngredient,Thịt Heo,,,Member_3
6086,Quy Tắc Thay Thế Chay,toIngredient,Mì Căn,,,Member_3
6091,Rau,ingredientCategory,Rau Lá,,,Member_3
6103,Rau Bí,ingredientCategory,Rau Lá,,,Member_3
6113,Rau Bí Xào,cookingTechnique,Xào,,,Member_4
6117,Rau Bí Xào,hasIngredient,Rau Bí,,,Member_4
6130,Rau Bí Xào Tỏi,cookingTechnique,Xào,,,Member_4
6131,Rau Bí Xào Tỏi,dishType,Món xào,,,Member_4
6132,Rau Bí Xào Tỏi,flavorProfile,"Thơm, mặn nhẹ",,,Member_4
6134,Rau Bí Xào Tỏi,hasIngredient,Rau Bí,,,Member_4
6135,Rau Bí Xào Tỏi,hasIngredient,Tỏi,,,Member_4
6136,Rau Bí Xào Tỏi,originRegion,Việt Nam,,,Member_4
6137,Rau Bí Xào Tỏi,servedWith,Cơm trắng,,,Member_4
6154,Rau Cải,ingredientCategory,Rau Lá,,,Member_4
6167,Rau Cải Hầm,hasIngredient,Rau Cải,,,Member_4
6169,Rau Cải Luộc,cookingTechnique,Luộc,,,Member_4
6170,Rau Cải Luộc,dishType,Món luộc,,,Member_4
6171,Rau Cải Luộc,flavorProfile,"Thanh, hơi đắng nhẹ",,,Member_4
6172,Rau Cải Luộc,hasIngredient,Rau Cải,,,Member_4
6174,Rau Cải Luộc,originRegion,Việt Nam,,,Member_4
6175,Rau Cải Luộc,servedWith,Nước mắm gừng,,,Member_4
6220,Rau Củ,ingredientCategory,Rau Lá,,,Member_4
6250,Rau Củ Luộc,cookingTechnique,Luộc,,,Member_4
6251,Rau Củ Luộc,dishType,Món luộc,,,Member_4
6252,Rau Củ Luộc,flavorProfile,Thanh đạm,,,Member_4
6254,Rau Củ Luộc,hasIngredient,Rau Củ,,,Member_4
6256,Rau Củ Luộc,originRegion,Việt Nam,,,Member_4
6257,Rau Củ Luộc,servedWith,Nước mắm tỏi ớt,,,Member_4
6276,Rau Củ Xào,cookingTechnique,Xào,,,Member_4
6277,Rau Củ Xào,dishType,Xào,,,Member_4
6278,Rau Củ Xào,flavorProfile,Đậm đà,,,Member_4
6281,Rau Củ Xào,hasIngredient,Rau Củ,,,Member_4
6284,Rau Củ Xào,originRegion,Việt Nam,,,Member_4
6285,Rau Củ Xào,servedWith,Cơm trắng,,,Member_4
6295,Rau Củ Xào Thập Cẩm,cookingTechnique,Xào,,,Member_4
6296,Rau Củ Xào Thập Cẩm,dishType,Món Xào,,,Member_4
6297,Rau Củ Xào Thập Cẩm,flavorProfile,Thanh đạm,,,Member_4
6300,Rau Củ Xào Thập Cẩm,hasIngredient,Rau Củ,,,Member_4
6302,Rau Củ Xào Thập Cẩm,originRegion,Việt Nam,,,Member_4
6303,Rau Củ Xào Thập Cẩm,servedWith,Cơm trắng,,,Member_4
6304,Rau Củ Xào Tôm,cookingTechnique,Xào,,,Member_4
6305,Rau Củ Xào Tôm,dishType,Món xào,,,Member_4
6306,Rau Củ Xào Tôm,flavorProfile,Ngọt tự nhiên,,,Member_4
6308,Rau Củ Xào Tôm,hasIngredient,Tôm,,,Member_4
6310,Rau Củ Xào Tôm,originRegion,Việt Nam,,,Member_4
6311,Rau Củ Xào Tôm,servedWith,Cơm trắng,,,Member_4
6313,Rau Dền,ingredientCategory,Rau Lá,,,Member_4
6314,Rau Dền Luộc,cookingTechnique,Luộc,,,Member_4
6318,Rau Dền Luộc,hasIngredient,Rau Dền,,,Member_4
6324,Rau Lang,ingredientCategory,Rau Lá,,,Member_4
6325,Rau Lang Luộc,cookingTechnique,Luộc,,,Member_4
6326,Rau Lang Luộc,dishType,Món luộc,,,Member_4
6327,Rau Lang Luộc,flavorProfile,Ngọt nhẹ,,,Member_4
6330,Rau Lang Luộc,hasIngredient,Rau Lang,,,Member_4
6333,Rau Lang Luộc,originRegion,Việt Nam,,,Member_4
6334,Rau Lang Luộc,servedWith,Nước mắm tỏi ớt,,,Member_4
6364,Rau Luộc,cookingTechnique,Luộc,,,Member_4
6383,Rau Muống,ingredientCategory,Rau,,,Member_4
6384,Rau Muống,ingredientCategory,Rau Lá,,,Member_4
6386,Rau Muống Luộc,cookingTechnique,Luộc,,,Member_4
6387,Rau Muống Luộc,dishType,Món luộc,,,Member_4
6388,Rau Muống Luộc,flavorProfile,Ngọt thanh,,,Member_4
6391,Rau Muống Luộc,hasIngredient,Rau Muống,,,Member_4
6393,Rau Muống Luộc,originRegion,Việt Nam,,,Member_4
6394,Rau Muống Luộc,servedWith,Nước Mắm,,,Member_4
6395,Rau Muống Xào,cookingTechnique,Xào,,,Member_4
6396,Rau Muống Xào,dishType,Món xào,,,Member_4
6397,Rau Muống Xào,flavorProfile,"Mặn, béo, thơm tỏi",,,Member_4
6400,Rau Muống Xào,hasIngredient,Rau Muống,,,Member_4
6402,Rau Muống Xào,originRegion,Việt Nam,,,Member_4
6403,Rau Muống Xào,servedWith,Nước tương,,,Member_4
